S.No,Block,PLOT NO.,Street No.,PLOT SIZE,Status
1,AA,103,AA-37,25x50,Corner
2,AA,104,AA-37,25x50,
3,AA,105,AA-37,25x50,
4,AA,106,AA-37,25x50,
5,AA,107,AA-37,25x50,
6,AA,108,AA-37,25x50,
7,AA,109,AA-37,25x50,
8,AA,110,AA-37,25x50,
9,AA,111,AA-37,25x50,
10,AA,112,AA-37,25x50,
11,AA,113,AA-37,25x50,
12,AA,114,AA-37,25x50,
13,AA,115,AA-37,25x50,Corner
14,AA,116,AA-37,25x50,Corner
15,AA,117,AA-37,25x50,
16,AA,118,AA-37,25x50,
17,AA,119,AA-37,25x50,
18,AA,120,AA-37,25x50,
19,AA,121,AA-37,25x50,
20,AA,122,AA-37,25x50,
21,AA,123,AA-37,25x50,
22,AA,124,AA-37,25x50,
23,AA,125,AA-37,25x50,
24,AA,126,AA-37,25x50,
25,AA,127,AA-37,25x50,
26,AA,128,AA-37,25x50,
27,AA,129,AA-37,25x50,Corner
28,AA,130,AA-37,25x50,Corner
29,AA,131,AA-37,25x50,
30,AA,132,AA-37,25x50,
31,AA,133,AA-37,25x50,
32,AA,134,AA-37,25x50,
33,AA,135,AA-37,25x50,
34,AA,136,AA-37,25x50,
35,AA,137,AA-37,25x50,
36,AA,138,AA-37,25x50,
37,AA,139,AA-37,25x50,
38,AA,140,AA-37,25x50,
39,AA,142,AA-37,25x50,Corner
40,AA,143,AA-36,25x50,Corner
41,AA,144,AA-36,25x50,
42,AA,145,AA-36,25x50,
43,AA,146,AA-36,25x50,
44,AA,147,AA-36,25x50,
45,AA,148,AA-36,25x50,
46,AA,149,AA-36,25x50,
47,AA,150,AA-36,25x50,
48,AA,151,AA-36,25x50,
49,AA,152,AA-36,25x50,
50,AA,153,AA-36,25x50,
51,AA,154,AA-36,25x50,
52,AA,155,AA-36,25x50,Corner
53,AA,156,AA-36,25x50,Corner
54,AA,157,AA-36,25x50,
55,AA,158,AA-36,25x50,
56,AA,159,AA-36,25x50,
57,AA,160,AA-36,25x50,
58,AA,161,AA-36,25x50,
59,AA,162,AA-36,25x50,
60,AA,163,AA-36,25x50,
61,AA,164,AA-36,25x50,
62,AA,165,AA-36,25x50,
63,AA,166,AA-36,25x50,
64,AA,167,AA-36,25x50,
65,AA,168,AA-36,25x50,
66,AA,169,AA-36,25x50,Corner
67,AA,170,AA-36,25x50,Corner
68,AA,171,AA-36,25x50,
69,AA,172,AA-36,25x50,
70,AA,173,AA-36,25x50,
71,AA,174,AA-36,25x50,
72,AA,175,AA-36,25x50,
73,AA,176,AA-36,25x50,
74,AA,177,AA-36,25x50,
75,AA,178,AA-36,25x50,
76,AA,179,AA-36,25x50,
77,AA,180,AA-36,25x50,
78,AA,181,AA-36,25x50,
79,AA,182,AA-36,25x50,Corner
80,AA,317,AA-36,25x50,Corner
81,AA,318,AA-36,25x50,
82,AA,319,AA-36,25x50,
83,AA,321,AA-36,25x50,
84,AA,322,AA-36,25x50,
85,AA,323,AA-36,25x50,
86,AA,324,AA-36,25x50,
87,AA,325,AA-36,25x50,
88,AA,326,AA-36,25x50,
89,AA,327,AA-36,25x50,
90,AA,328,AA-36,25x50,
91,AA,329,AA-36,25x50,
92,AA,330,AA-36,25x50,
93,AA,331,AA-36,25x50,Corner
94,AA,332,AA-36,25x50,Corner
95,AA,333,AA-36,25x50,
96,AA,334,AA-36,25x50,
97,AA,335,AA-36,25x50,
98,AA,336,AA-36,25x50,
99,AA,337,AA-36,25x50,
100,AA,338,AA-36,25x50,
101,AA,339,AA-36,25x50,
102,AA,340,AA-36,25x50,
103,AA,341,AA-36,25x50,
104,AA,342,AA-36,25x50,
105,AA,343,AA-36,25x50,
106,AA,344,AA-36,25x50,
107,AA,345,AA-36,25x50,Corner
108,AA,346,AA-34,25x50,Corner
109,AA,347,AA-34,25x50,
110,AA,348,AA-34,25x50,
111,AA,349,AA-34,25x50,
112,AA,350,AA-34,25x50,
113,AA,351,AA-34,25x50,
114,AA,352,AA-34,25x50,
115,AA,353,AA-34,25x50,
116,AA,354,AA-34,25x50,
117,AA,355,AA-34,25x50,
118,AA,356,AA-34,25x50,
119,AA,357,AA-34,25x50,
120,AA,358,AA-34,25x50,
121,AA,359,AA-34,25x50,Corner
122,AA,360,AA-34,25x50,Corner
123,AA,361,AA-34,25x50,
124,AA,362,AA-34,25x50,
125,AA,363,AA-34,25x50,
126,AA,364,AA-34,25x50,
127,AA,365,AA-34,25x50,
128,AA,366,AA-34,25x50,
129,AA,367,AA-34,25x50,
130,AA,368,AA-34,25x50,
131,AA,369,AA-34,25x50,
132,AA,370,AA-34,25x50,
133,AA,371,AA-34,25x50,
134,AA,372,AA-34,25x50,
135,AA,373,AA-34,25x50,
136,AA,374,AA-34,25x50,Corner
137,AA,375,AA-07,25x50,Corner
138,AA,376,AA-07,25x50,
139,AA,377,AA-07,25x50,
140,AA,378,AA-07,25x50,
141,AA,379,AA-07,25x50,
142,AA,380,AA-07,25x50,
143,AA,381,AA-07,25x50,
144,AA,382,AA-07,25x50,
145,AA,383,AA-07,25x50,
146,AA,384,AA-07,25x50,
147,AA,385,AA-07,25x50,
148,AA,386,AA-07,25x50,
149,AA,387,AA-07,25x50,
150,AA,388,AA-07,25x50,
151,AA,389,AA-07,25x50,
152,AA,390,AA-07,25x50,
153,AA,391,AA-07,25x50,Corner
154,AA,392,AA-07,25x50,Corner
155,AA,393,AA-07,25x50,
156,AA,394,AA-07,25x50,
157,AA,395,AA-07,25x50,
158,AA,396,AA-07,25x50,
159,AA,397,AA-07,25x50,
160,AA,398,AA-07,25x50,
161,AA,399,AA-07,25x50,
162,AA,400,AA-07,25x50,
163,AA,401,AA-07,25x50,
164,AA,402,AA-07,25x50,
165,AA,403,AA-07,25x50,
166,AA,404,AA-07,25x50,
167,AA,405,AA-07,25x50,Corner
168,AA,406,AA-29,25x50,Corner
169,AA,407,AA-29,25x50,
170,AA,408,AA-29,25x50,
171,AA,409,AA-29,25x50,
172,AA,410,AA-29,25x50,
173,AA,411,AA-29,25x50,
174,AA,412,AA-29,25x50,
175,AA,413,AA-29,25x50,
176,AA,414,AA-29,25x50,
177,AA,415,AA-29,25x50,
178,AA,416,AA-29,25x50,
179,AA,417,AA-29,25x50,
180,AA,418,AA-29,25x50,
181,AA,419A,AA-29,25x50,Corner
182,AA,419,AA-29,25x50,Corner
183,AA,421,AA-29,25x50,
184,AA,422,AA-29,25x50,
185,AA,423,AA-29,25x50,
186,AA,424,AA-29,25x50,
187,AA,425,AA-29,25x50,
188,AA,426,AA-29,25x50,
189,AA,427,AA-29,25x50,
190,AA,428,AA-29,25x50,
191,AA,429,AA-29,25x50,
192,AA,430,AA-29,25x50,
193,AA,431,AA-29,25x50,
194,AA,432,AA-29,25x50,
195,AA,433,AA-29,25x50,
196,AA,434,AA-29,25x50,
197,AA,435,AA-29,25x50,
198,AA,436,AA-29,25x50,Corner
199,AA,437,AA-29,25x50,
200,AA,438,AA-29,25x50,Corner
201,AA,439,AA-34,25x50,
202,AA,440,AA-34,25x50,
203,AA,441,AA-34,25x50,
204,AA,442,AA-34,25x50,
205,AA,443,AA-34,25x50,
206,AA,444,AA-34,25x50,
207,AA,445,AA-34,25x50,
208,AA,446,AA-34,25x50,
209,AA,447,AA-34,25x50,
210,AA,448,AA-34,25x50,Corner
211,AA,449,AA-34,25x50,Corner
212,AA,450,AA-34,25x50,
213,AA,451,AA-34,25x50,
214,AA,452,AA-34,25x50,
215,AA,453,AA-34,25x50,
216,AA,454,AA-34,25x50,
217,AA,455,AA-34,25x50,
218,AA,456,AA-34,25x50,
219,AA,457,AA-34,25x50,
220,AA,458,AA-34,25x50,
221,AA,459,AA-39,25x50,Corner
222,AA,460,AA-39,25x50,
223,AA,461,AA-39,25x50,Corner
224,AA,462,AA-32,25x50,
225,AA,463,AA-32,25x50,
226,AA,464,AA-32,25x50,
227,AA,465,AA-32,25x50,
228,AA,466,AA-32,25x50,
229,AA,467,AA-32,25x50,
230,AA,468,AA-32,25x50,
231,AA,469,AA-32,25x50,
232,AA,470,AA-32,25x50,
233,AA,471,AA-32,25x50,Corner
234,AA,472,AA-32,25x50,Corner
235,AA,473,AA-32,25x50,
236,AA,474,AA-32,25x50,
237,AA,475,AA-32,25x50,
238,AA,476,AA-32,25x50,
239,AA,477,AA-32,25x50,
240,AA,478,AA-32,25x50,
241,AA,479,AA-32,25x50,
242,AA,480,AA-32,25x50,
243,AA,481,AA-32,25x50,
244,AA,482,AA-29,25x50,Corner
245,AA,483,AA-32,25x50,Corner
246,AA,484,AA-32,25x50,
247,AA,485,AA-32,25x50,
248,AA,486,AA-32,25x50,
249,AA,487,AA-32,25x50,
250,AA,488,AA-32,25x50,
251,AA,489,AA-32,25x50,
252,AA,490,AA-32,25x50,
253,AA,491,AA-32,25x50,
254,AA,492,AA-32,25x50,
255,AA,493,AA-32,25x50,
256,AA,494,AA-32,25x50,
257,AA,495,AA-32,25x50,
258,AA,496,AA-32,25x50,
259,AA,497,AA-32,25x50,
260,AA,498,AA-32,25x50,
261,AA,499,AA-32,25x50,
262,AA,500,AA-32,25x50,
263,AA,501,AA-32,25x50,Corner
264,AA,502,AA-31,25x50,Park Face   Corner
265,AA,503,AA-31,25x50,Park Face
266,AA,504,AA-31,25x50,Park Face
267,AA,505,AA-31,25x50,Park Face
268,AA,506,AA-31,25x50,Park Face
269,AA,507,AA-31,25x50,Park Face
270,AA,508,AA-31,25x50,Park Face
271,AA,509,AA-31,25x50,Park Face
272,AA,510,AA-31,25x50,Park Face
273,AA,511,AA-31,25x50,Park Face
274,AA,512,AA-31,25x50,
275,AA,513,AA-31,25x50,
276,AA,514,AA-31,25x50,
277,AA,515,AA-31,25x50,
278,AA,516,AA-31,25x50,
279,AA,517,AA-31,25x50,
280,AA,518,AA-31,25x50,
281,AA,519,AA-31,25x50,
282,AA,520,AA-31,25x50,Corner
283,AA,521,AA-28,25x50,Park Face   Corner
284,AA,522,AA-28,25x50,Park Face
285,AA,523,AA-28,25x50,Park Face
286,AA,524,AA-28,25x50,Park Face
287,AA,525,AA-28,25x50,Park Face
288,AA,526,AA-28,25x50,Park Face
289,AA,527,AA-28,25x50,Park Face
290,AA,528,AA-28,25x50,Park Face
291,AA,529,AA-28,25x50,Park Face
292,AA,530,AA-28,25x50,Park Face
293,AA,531,AA-28,25x50,
294,AA,532,AA-28,25x50,
295,AA,533,AA-28,25x50,
296,AA,534,AA-28,25x50,
297,AA,535,AA-28,25x50,
298,AA,536,AA-28,25x50,
299,AA,537,AA-28,25x50,
300,AA,538,AA-28,25x50,
301,AA,539,AA-28,25x50,Corner
302,AA,540,AA-27,25x50,Corner
303,AA,541,AA-27,25x50,
304,AA,542,AA-27,25x50,
305,AA,543,AA-27,25x50,
306,AA,544,AA-27,25x50,
307,AA,545,AA-27,25x50,
308,AA,546,AA-27,25x50,
309,AA,547,AA-27,25x50,
310,AA,548,AA-27,25x50,
311,AA,549,AA-27,25x50,
312,AA,550,AA-27,25x50,
313,AA,551,AA-27,25x50,
314,AA,552,AA-27,25x50,
315,AA,553,AA-27,25x50,
316,AA,554,AA-27,25x50,
317,AA,555,AA-27,25x50,
318,AA,556,AA-27,25x50,
319,AA,557,AA-27,25x50,
320,AA,558,AA-27,25x50,Corner
321,AA,559,AA-40,25x50,Corner
322,AA,560,AA-27,25x50,
323,AA,561,AA-27,25x50,
324,AA,562,AA-27,25x50,
325,AA,563,AA-27,25x50,
326,AA,564,AA-27,25x50,
327,AA,565,AA-27,25x50,
328,AA,566,AA-27,25x50,
329,AA,567,AA-27,25x50,
330,AA,568,AA-27,25x50,
331,AA,569,AA-27,25x50,Corner
332,AA,570,AA-27,25x50,Corner
333,AA,571,AA-27,25x50,
334,AA,572,AA-27,25x50,
335,AA,573,AA-27,25x50,
336,AA,574,AA-27,25x50,
337,AA,575,AA-27,25x50,
338,AA,576,AA-27,25x50,
339,AA,577,AA-27,25x50,
340,AA,578,AA-27,25x50,
341,AA,579,AA-27,25x50,
342,AA,580,AA-27,25x50,
343,AA,581,AA-27,25x50,Corner
344,AA,582,AA-25,25x50,Corner
345,AA,583,AA-25,25x50,
346,AA,584,AA-25,25x50,
347,AA,585,AA-25,25x50,
348,AA,586,AA-25,25x50,
349,AA,587,AA-25,25x50,
350,AA,588,AA-25,25x50,
351,AA,589,AA-25,25x50,
352,AA,590,AA-25,25x50,
353,AA,591,AA-25,25x50,
354,AA,592,AA-25,25x50,
355,AA,593,AA-25,25x50,Corner
356,AA,594,AA-25,25x50,Corner
357,AA,595,AA-25,25x50,
358,AA,596,AA-25,25x50,
359,AA,597,AA-25,25x50,
360,AA,598,AA-25,25x50,
361,AA,599,AA-25,25x50,
362,AA,600,AA-25,25x50,
363,AA,601,AA-25,25x50,
364,AA,602,AA-25,25x50,
365,AA,603,AA-25,25x50,
366,AA,604,AA-40,25x50,Corner
367,AA,605,AA-40,25x50,
368,AA,606,AA-40,25x50,Corner
369,AA,607,AA-40,25x50,
370,AA,608,AA-40,25x50,
371,AA,609,AA-40,25x50,
372,AA,610,AA-40,25x50,
373,AA,611,AA-40,25x50,
374,AA,612,AA-40,25x50,
375,AA,613,AA-40,25x50,
376,AA,614,AA-40,25x50,
377,AA,615,AA-40,25x50,
378,AA,616,AA-40,25x50,
379,AA,617,AA-40,25x50,
380,AA,618,AA-40,25x50,
381,AA,619,AA-40,25x50,
382,AA,620,AA-40,25x50,
383,AA,621,AA-40,25x50,Corner
384,AA,622,AA-40,25x50,Corner
385,AA,623,AA-40,25x50,
386,AA,624,AA-40,25x50,
387,AA,625,AA-40,25x50,
388,AA,626,AA-40,25x50,
389,AA,627,AA-40,25x50,
390,AA,628,AA-40,25x50,
391,AA,629,AA-40,25x50,
392,AA,630,AA-40,25x50,
393,AA,631,AA-40,25x50,
394,AA,632,AA-40,25x50,
395,AA,633,AA-40,25x50,
396,AA,634,AA-40,25x50,
397,AA,635,AA-40,25x50,
398,AA,636,AA-40,25x50,Corner
399,AA,637,AA-39,25x50,Corner
400,AA,638,AA-39,25x50,
401,AA,639,AA-39,25x50,
402,AA,640,AA-39,25x50,
403,AA,641,AA-39,25x50,
404,AA,642,AA-39,25x50,
405,AA,643,AA-39,25x50,
406,AA,644,AA-39,25x50,
407,AA,645,AA-39,25x50,
408,AA,646,AA-39,25x50,
409,AA,647,AA-39,25x50,
410,AA,648,AA-39,25x50,
411,AA,649,AA-39,25x50,
412,AA,650,AA-39,25x50,
413,AA,651,AA-39,25x50,Corner
414,AA,652,AA-39,25x50,Corner
415,AA,653,AA-39,25x50,
416,AA,654,AA-39,25x50,
417,AA,655,AA-39,25x50,
418,AA,656,AA-39,25x50,
419,AA,657,AA-39,25x50,
420,AA,658,AA-39,25x50,
421,AA,659,AA-39,25x50,
422,AA,660,AA-39,25x50,
423,AA,661,AA-39,25x50,
424,AA,662,AA-39,25x50,
425,AA,663,AA-39,25x50,
426,AA,664,AA-39,25x50,
427,AA,665,AA-39,25x50,
428,AA,666,AA-39,25x50,
429,AA,667,AA-39,25x50,Corner
430,AA,899,AA-21,25x50,Corner
431,AA,900,AA-21,25x50,
432,AA,901,AA-21,25x50,
433,AA,902,AA-21,25x50,
434,AA,903,AA-21,25x50,
435,AA,904,AA-21,25x50,
436,AA,905,AA-21,25x50,
437,AA,906,AA-21,25x50,
438,AA,907,AA-21,25x50,
439,AA,908,AA-21,25x50,
440,AA,909,AA-21,25x50,
441,AA,910,AA-21,25x50,Corner
442,AA,911,AA-21,25x50,Corner
443,AA,912,AA-21,25x50,
444,AA,913,AA-21,25x50,
445,AA,914,AA-21,25x50,
446,AA,915,AA-21,25x50,
447,AA,916,AA-21,25x50,
448,AA,917,AA-21,25x50,
449,AA,918,AA-21,25x50,
450,AA,919,AA-21,25x50,
451,AA,920,AA-21,25x50,
452,AA,924,AA-19,25x50,
453,AA,925,AA-19,25x50,
454,AA,926,AA-19,25x50,
455,AA,927,AA-19,25x50,
456,AA,928,AA-19,25x50,
457,AA,929,AA-19,25x50,
458,AA,930,AA-19,25x50,
459,AA,931,AA-19,25x50,
460,AA,932,AA-19,25x50,
461,AA,933,AA-19,25x50,Corner
462,AA,934,AA-19,25x50,Corner
463,AA,935,AA-19,25x50,
464,AA,936,AA-19,25x50,
465,AA,937,AA-19,25x50,
466,AA,938,AA-19,25x50,
467,AA,939,AA-19,25x50,
468,AA,940,AA-19,25x50,
469,AA,941,AA-19,25x50,
470,AA,942,AA-19,25x50,
471,AA,943,AA-19,25x50,
472,AA,944,AA-19,25x50,
473,AA,945,AA-19,25x50,Corner
474,AA,946,AA-19,25x50,Corner
475,AA,947,AA-19,25x50,
476,AA,948,AA-19,25x50,
477,AA,949,AA-19,25x50,
478,AA,950,AA-19,25x50,
479,AA,951,AA-19,25x50,
480,AA,952,AA-19,25x50,
481,AA,953,AA-19,25x50,
482,AA,954,AA-19,25x50,
483,AA,955,AA-19,25x50,
484,AA,956,AA-19,25x50,
485,AA,957,AA-19,25x50,
486,AA,958,AA-19,25x50,
487,AA,959,AA-19,25x50,
488,AA,960,AA-19,25x50,
489,AA,961,AA-19,25x50,
490,AA,962,AA-19,25x50,
491,AA,963,AA-19,25x50,
492,AA,964,AA-19,25x50,Corner
493,AA,1091,AA-17,25x50,
494,AA,1092,AA-17,25x50,
495,AA,1093,AA-17,25x50,
496,AA,1094,AA-17,25x50,
497,AA,1095,AA-17,25x50,
498,AA,1096,AA-17,25x50,
499,AA,1097,AA-17,25x50,
500,AA,1098,AA-17,25x50,Corner
501,A-Exe-II,1,Sports Ave,35x70,Main Road
502,A-Exe-II,3,Sports Ave,35x70,Main Road Corner
503,A-Exe-II,5,Sports Ave,35x70,Main Road
504,A-Exe-II,7,Sports Ave,35x70,Main Road
505,A-Exe-II,9,Sports Ave,35x70,Main Road
506,A-Exe-II,11,Sports Ave,35x70,Main Road
507,A-Exe-II,13,Sports Ave,35x70,Main Road
508,A-Exe-II,15,Sports Ave,35x70,Main Road
509,A-Exe-II,17,Sports Ave,35x70,Main Road
510,A-Exe-II,19,Sports Ave,35x70,Main Road
511,A-Exe-II,21,Sports Ave,35x70,Main Road
512,A-Exe-II,23,Sports Ave,35x70,Main Road
513,A-Exe-II,25,Sports Ave,35x70,Main Road
514,A-Exe-II,27,Sports Ave,35x70,Main Road
515,A-Exe-II,29,Sports Ave,35x70,Main Road
516,A-Exe-II,31,Sports Ave,35x70,Main Road
517,A-Exe-II,33,Sports Ave,35x70,Main Road
518,A-Exe-II,63,Sports Ave,35x70,Main Road
519,A-Exe-II,65,Sports Ave,35x70,Main Road
520,A-Exe-II,67,Sports Ave,35x70,Main Road
521,A-Exe-II,69,Sports Ave,35x70,Main Road
522,A-Exe-II,71,Sports Ave,35x70,Main Road
523,A-Exe-II,79,Sports Ave,35x70,Main Road
524,A-Exe-II,81,Sports Ave,35x70,Main Road
525,A-Exe-II,83,Sports Ave,35x70,Main Road
526,A-Exe-II,85,Sports Ave,35x70,Main Road
527,A-Exe-II,87,Sports Ave,35x70,Main Road
